row_id,provider,spec_file,path,method,operationId,summary,description,has_summary,has_description,has_operationId,deprecated
x22-0131,cloudflare,cloudflare.json,/accounts/{account_id}/access/saml_certificates,GET,access-saml-certificates-list-certificate-sets,List SAML certificate sets,"Returns a paginated list of the organization's SAML encryption certificate sets.
Each certificate set includes the current and (if present) previous certificates.",true,true,true,false
x22-0132,cloudflare,cloudflare.json,/accounts/{account_id}/access/saml_certificates/{saml_cert_set_id},GET,access-saml-certificates-get-certificate-set,Get SAML certificate set,"Retrieves a specific SAML encryption certificate set by its UID, including both current and previous certificates if available.",true,true,true,false
x22-0133,cloudflare,cloudflare.json,/accounts/{account_id}/access/saml_certificates/{saml_cert_set_id}/pem,GET,access-saml-certificates-get-pem,Download current certificate in PEM format,Downloads the current SAML encryption certificate's public key in PEM format for the specified certificate set. This endpoint is useful for providing the certificate to Identity Providers for SAML assertion encryption configuration.,true,true,true,false
x22-0134,cloudflare,cloudflare.json,/accounts/{account_id}/access/saml_certificates/{saml_cert_set_id}/rotate,POST,access-saml-certificates-rotate-certificate,Rotate SAML certificate,"Rotates the SAML encryption certificates within the specified certificate set. This generates a new
certificate and moves the current certificate to the previous slot. If a previous certificate exists,
it will be deactivated and removed.

This endpoint ensures zero-downtime rotation by maintaining both current and previous certificates 
during the transition period, allowing IdPs time to update their configurations. Automated rotation
happens 30 days before a current certificate's expiration.",true,true,true,false
x22-0135,cloudflare,cloudflare.json,/accounts/{account_id}/access/seats,PATCH,zero-trust-seats-update-a-user-seat,Update a user seat,Removes a user from a Zero Trust seat when both `access_seat` and `gateway_seat` are set to false.,true,true,true,false
x22-0136,cloudflare,cloudflare.json,/accounts/{account_id}/access/service_tokens,GET,access-service-tokens-list-service-tokens,List service tokens,Lists all service tokens.,true,true,true,false
x22-0137,cloudflare,cloudflare.json,/accounts/{account_id}/access/service_tokens,POST,access-service-tokens-create-a-service-token,Create a service token,"Generates a new service token. **Note:** This is the only time you can get the Client Secret. If you lose the Client Secret, you will have to rotate the Client Secret or create a new service token.",true,true,true,false
x22-0138,cloudflare,cloudflare.json,/accounts/{account_id}/access/service_tokens/{service_token_id},GET,access-service-tokens-get-a-service-token,Get a service token,Fetches a single service token.,true,true,true,false
x22-0139,cloudflare,cloudflare.json,/accounts/{account_id}/access/service_tokens/{service_token_id},PUT,access-service-tokens-update-a-service-token,Update a service token,Updates a configured service token.,true,true,true,false
x22-0140,cloudflare,cloudflare.json,/accounts/{account_id}/access/service_tokens/{service_token_id},DELETE,access-service-tokens-delete-a-service-token,Delete a service token,Deletes a service token.,true,true,true,false
x22-0141,cloudflare,cloudflare.json,/accounts/{account_id}/access/service_tokens/{service_token_id}/refresh,POST,access-service-tokens-refresh-a-service-token,Refresh a service token,Refreshes the expiration of a service token.,true,true,true,false
x22-0142,cloudflare,cloudflare.json,/accounts/{account_id}/access/service_tokens/{service_token_id}/rotate,POST,access-service-tokens-rotate-a-service-token,Rotate a service token,Generates a new Client Secret for a service token and revokes the old one.,true,true,true,false
x22-0143,cloudflare,cloudflare.json,/accounts/{account_id}/access/tags,GET,access-tags-list-tags,List tags,List tags,true,true,true,false
x22-0144,cloudflare,cloudflare.json,/accounts/{account_id}/access/tags,POST,access-tags-create-tag,Create a tag,Create a tag,true,true,true,false
x22-0145,cloudflare,cloudflare.json,/accounts/{account_id}/access/tags/{tag_name},GET,access-tags-get-a-tag,Get a tag,Get a tag,true,true,true,false
x22-0146,cloudflare,cloudflare.json,/accounts/{account_id}/access/tags/{tag_name},PUT,access-tags-update-a-tag,Update a tag,Update a tag,true,true,true,false
x22-0147,cloudflare,cloudflare.json,/accounts/{account_id}/access/tags/{tag_name},DELETE,access-tags-delete-a-tag,Delete a tag,Delete a tag,true,true,true,false
x22-0148,cloudflare,cloudflare.json,/accounts/{account_id}/access/users,GET,zero-trust-users-get-users,Get users,Gets a list of users for an account.,true,true,true,false
x22-0149,cloudflare,cloudflare.json,/accounts/{account_id}/access/users,POST,zero-trust-users-create-user,Create a user,Creates a new user.,true,true,true,false
x22-0150,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id},GET,zero-trust-users-get-user,Get a user,Gets a specific user for an account.,true,true,true,false
x22-0151,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id},PUT,zero-trust-users-update-user,Update a user,Updates a specific user's name for an account. Requires the user's current email as confirmation (email cannot be changed).,true,true,true,false
x22-0152,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id},DELETE,zero-trust-users-delete-user,Delete a user,Deletes a specific user for an account. This will also revoke any active seats and tokens for the user.,true,true,true,false
x22-0153,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id}/active_sessions,GET,zero-trust-users-get-active-sessions,Get active sessions,Get active sessions for a single user.,true,true,true,false
x22-0154,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id}/active_sessions/{nonce},GET,zero-trust-users-get-active-session,Get single active session,Get an active session for a single user.,true,true,true,false
x22-0155,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id}/failed_logins,GET,zero-trust-users-get-failed-logins,Get failed logins,Get all failed login attempts for a single user.,true,true,true,false
x22-0156,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id}/last_seen_identity,GET,zero-trust-users-get-last-seen-identity,Get last seen identity,Get last seen identity for a single user.,true,true,true,false
x22-0157,cloudflare,cloudflare.json,/accounts/{account_id}/access/users/{user_id}/mfa_authenticators/{authenticator_id},DELETE,zero-trust-users-delete-mfa-authenticator,Delete a user's MFA device,"Deletes a specific MFA device, including a PIV key or FIDO2 key enrollment, for a user. This action is only available if MFA is turned on for the organization. Successful deletion revokes the enrollment and returns a null result.",true,true,true,false
x22-0158,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps,GET,ip-address-management-address-maps-list-address-maps,List Address Maps,List all address maps owned by the account.,true,true,true,false
x22-0159,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps,POST,ip-address-management-address-maps-create-address-map,Create Address Map,Create a new address map under the account.,true,true,true,false
x22-0160,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id},GET,ip-address-management-address-maps-address-map-details,Address Map Details,Show a particular address map owned by the account.,true,true,true,false
x22-0161,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id},DELETE,ip-address-management-address-maps-delete-address-map,Delete Address Map,Delete a particular address map owned by the account. An Address Map must be disabled before it can be deleted.,true,true,true,false
x22-0162,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id},PATCH,ip-address-management-address-maps-update-address-map,Update Address Map,Modify properties of an address map owned by the account.,true,true,true,false
x22-0163,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id}/accounts/{member_account_id},PUT,ip-address-management-address-maps-add-an-account-membership-to-an-address-map,Add an account membership to an Address Map,Add an account as a member of a particular address map.,true,true,true,false
x22-0164,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id}/accounts/{member_account_id},DELETE,ip-address-management-address-maps-remove-an-account-membership-from-an-address-map,Remove an account membership from an Address Map,Remove an account as a member of a particular address map.,true,true,true,false
x22-0165,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id}/ips/{ip_address},PUT,ip-address-management-address-maps-add-an-ip-to-an-address-map,Add an IP to an Address Map,Add an IP from a prefix owned by the account to a particular address map.,true,true,true,false
x22-0166,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id}/ips/{ip_address},DELETE,ip-address-management-address-maps-remove-an-ip-from-an-address-map,Remove an IP from an Address Map,Remove an IP from a particular address map.,true,true,true,false
x22-0167,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id}/zones/{zone_id},PUT,ip-address-management-address-maps-add-a-zone-membership-to-an-address-map,Add a zone membership to an Address Map,Add a zone as a member of a particular address map.,true,true,true,false
x22-0168,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/address_maps/{address_map_id}/zones/{zone_id},DELETE,ip-address-management-address-maps-remove-a-zone-membership-from-an-address-map,Remove a zone membership from an Address Map,Remove a zone as a member of a particular address map.,true,true,true,false
x22-0169,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/leases,GET,ip-address-management-list-leases,List Leases,List all leases owned by the account.,true,true,true,false
x22-0170,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/loa_documents,POST,ip-address-management-prefixes-upload-loa-document,Upload LOA Document,Submit LOA document (pdf format) under the account.,true,true,true,false
x22-0171,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/loa_documents/{loa_document_id}/download,GET,ip-address-management-prefixes-download-loa-document,Download LOA Document,Download specified LOA document under the account.,true,true,true,false
x22-0172,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/prefixes,GET,ip-address-management-prefixes-list-prefixes,List Prefixes,List all prefixes owned by the account.,true,true,true,false
x22-0173,cloudflare,cloudflare.json,/accounts/{account_id}/addressing/prefixes,POST,ip-address-management-prefixes-add-prefix,Add Prefix,Add a new prefix under the account.,true,true,true,false
