provider,method,path,operationId,summary,class,step,rule,flag
stripe,POST,/v1/issuing/authorizations/{authorization}/approve,PostIssuingAuthorizationsAuthorizationApprove,Approve an authorization,x,3,floor,
stripe,POST,/v1/issuing/authorizations/{authorization}/decline,PostIssuingAuthorizationsAuthorizationDecline,Decline an authorization,x,3,floor,
stripe,GET,/v1/issuing/cardholders,GetIssuingCardholders,List all cardholders,r,1,method,
stripe,POST,/v1/issuing/cardholders,PostIssuingCardholders,Create a cardholder,x,3,floor,
stripe,GET,/v1/issuing/cardholders/{cardholder},GetIssuingCardholdersCardholder,Retrieve a cardholder,r,1,method,
stripe,POST,/v1/issuing/cardholders/{cardholder},PostIssuingCardholdersCardholder,Update a cardholder,x,3,floor,
stripe,GET,/v1/issuing/cards,GetIssuingCards,List all cards,r,1,method,
stripe,POST,/v1/issuing/cards,PostIssuingCards,Create a card,x,3,floor,
stripe,GET,/v1/issuing/cards/{card},GetIssuingCardsCard,Retrieve a card,r,1,method,
stripe,POST,/v1/issuing/cards/{card},PostIssuingCardsCard,Update a card,x,3,floor,
stripe,GET,/v1/issuing/disputes,GetIssuingDisputes,List all disputes,r,1,method,
stripe,POST,/v1/issuing/disputes,PostIssuingDisputes,Create a dispute,x,3,floor,
stripe,GET,/v1/issuing/disputes/{dispute},GetIssuingDisputesDispute,Retrieve a dispute,r,1,method,
stripe,POST,/v1/issuing/disputes/{dispute},PostIssuingDisputesDispute,Update a dispute,x,3,floor,
stripe,POST,/v1/issuing/disputes/{dispute}/submit,PostIssuingDisputesDisputeSubmit,Submit a dispute,x,3,floor,
stripe,GET,/v1/issuing/personalization_designs,GetIssuingPersonalizationDesigns,List all personalization designs,r,1,method,
stripe,POST,/v1/issuing/personalization_designs,PostIssuingPersonalizationDesigns,Create a personalization design,x,3,floor,
stripe,GET,/v1/issuing/personalization_designs/{personalization_design},GetIssuingPersonalizationDesignsPersonalizationDesign,Retrieve a personalization design,r,1,method,
stripe,POST,/v1/issuing/personalization_designs/{personalization_design},PostIssuingPersonalizationDesignsPersonalizationDesign,Update a personalization design,x,3,floor,
stripe,GET,/v1/issuing/physical_bundles,GetIssuingPhysicalBundles,List all physical bundles,r,1,method,
stripe,GET,/v1/issuing/physical_bundles/{physical_bundle},GetIssuingPhysicalBundlesPhysicalBundle,Retrieve a physical bundle,r,1,method,
stripe,GET,/v1/issuing/settlements/{settlement},GetIssuingSettlementsSettlement,Retrieve a settlement,r,1,method,
stripe,POST,/v1/issuing/settlements/{settlement},PostIssuingSettlementsSettlement,Update a settlement,x,3,floor,
stripe,GET,/v1/issuing/tokens,GetIssuingTokens,List all issuing tokens for card,r,1,method,
stripe,GET,/v1/issuing/tokens/{token},GetIssuingTokensToken,Retrieve an issuing token,r,1,method,
stripe,POST,/v1/issuing/tokens/{token},PostIssuingTokensToken,Update a token status,x,3,floor,
stripe,GET,/v1/issuing/transactions,GetIssuingTransactions,List all transactions,r,1,method,
stripe,GET,/v1/issuing/transactions/{transaction},GetIssuingTransactionsTransaction,Retrieve a transaction,r,1,method,
stripe,POST,/v1/issuing/transactions/{transaction},PostIssuingTransactionsTransaction,Update a transaction,x,3,floor,
stripe,POST,/v1/link_account_sessions,PostLinkAccountSessions,Create a Session,x,3,floor,
stripe,GET,/v1/link_account_sessions/{session},GetLinkAccountSessionsSession,Retrieve a Session,r,1,method,
stripe,GET,/v1/linked_accounts,GetLinkedAccounts,List Accounts,r,1,method,
stripe,GET,/v1/linked_accounts/{account},GetLinkedAccountsAccount,Retrieve an Account,r,1,method,
stripe,POST,/v1/linked_accounts/{account}/disconnect,PostLinkedAccountsAccountDisconnect,Disconnect an Account,x,3,floor,
stripe,GET,/v1/linked_accounts/{account}/owners,GetLinkedAccountsAccountOwners,List Account Owners,r,1,method,
stripe,POST,/v1/linked_accounts/{account}/refresh,PostLinkedAccountsAccountRefresh,Refresh Account data,x,3,floor,
stripe,GET,/v1/mandates/{mandate},GetMandatesMandate,Retrieve a Mandate,r,1,method,
stripe,GET,/v1/payment_attempt_records,GetPaymentAttemptRecords,List Payment Attempt Records,r,1,method,
stripe,GET,/v1/payment_attempt_records/{id},GetPaymentAttemptRecordsId,Retrieve a Payment Attempt Record,r,1,method,
stripe,GET,/v1/payment_intents,GetPaymentIntents,List all PaymentIntents,r,1,method,
stripe,POST,/v1/payment_intents,PostPaymentIntents,Create a PaymentIntent,x,3,floor,
stripe,GET,/v1/payment_intents/search,GetPaymentIntentsSearch,Search PaymentIntents,r,1,method,
stripe,GET,/v1/payment_intents/{intent},GetPaymentIntentsIntent,Retrieve a PaymentIntent,r,1,method,
stripe,POST,/v1/payment_intents/{intent},PostPaymentIntentsIntent,Update a PaymentIntent,x,3,floor,
stripe,GET,/v1/payment_intents/{intent}/amount_details_line_items,GetPaymentIntentsIntentAmountDetailsLineItems,List all PaymentIntent LineItems,r,1,method,
stripe,POST,/v1/payment_intents/{intent}/apply_customer_balance,PostPaymentIntentsIntentApplyCustomerBalance,Reconcile a customer_balance PaymentIntent,x,3,floor,
stripe,POST,/v1/payment_intents/{intent}/cancel,PostPaymentIntentsIntentCancel,Cancel a PaymentIntent,x,3,floor,
stripe,POST,/v1/payment_intents/{intent}/capture,PostPaymentIntentsIntentCapture,Capture a PaymentIntent,x,3,floor,
stripe,POST,/v1/payment_intents/{intent}/confirm,PostPaymentIntentsIntentConfirm,Confirm a PaymentIntent,x,3,floor,
stripe,POST,/v1/payment_intents/{intent}/increment_authorization,PostPaymentIntentsIntentIncrementAuthorization,Increment an authorization,x,3,floor,
stripe,POST,/v1/payment_intents/{intent}/verify_microdeposits,PostPaymentIntentsIntentVerifyMicrodeposits,Verify microdeposits on a PaymentIntent,x,3,floor,
stripe,GET,/v1/payment_links,GetPaymentLinks,List all payment links,r,1,method,
stripe,POST,/v1/payment_links,PostPaymentLinks,Create a payment link,x,3,floor,
stripe,GET,/v1/payment_links/{payment_link},GetPaymentLinksPaymentLink,Retrieve payment link,r,1,method,
stripe,POST,/v1/payment_links/{payment_link},PostPaymentLinksPaymentLink,Update a payment link,x,3,floor,
stripe,GET,/v1/payment_links/{payment_link}/line_items,GetPaymentLinksPaymentLinkLineItems,Retrieve a payment link's line items,r,1,method,
stripe,GET,/v1/payment_method_configurations,GetPaymentMethodConfigurations,List payment method configurations,r,1,method,
stripe,POST,/v1/payment_method_configurations,PostPaymentMethodConfigurations,Create a payment method configuration,x,3,floor,
stripe,GET,/v1/payment_method_configurations/{configuration},GetPaymentMethodConfigurationsConfiguration,Retrieve payment method configuration,r,1,method,
stripe,POST,/v1/payment_method_configurations/{configuration},PostPaymentMethodConfigurationsConfiguration,Update payment method configuration,x,3,floor,
stripe,GET,/v1/payment_method_domains,GetPaymentMethodDomains,List payment method domains,r,1,method,
stripe,POST,/v1/payment_method_domains,PostPaymentMethodDomains,Create a payment method domain,x,3,floor,
stripe,GET,/v1/payment_method_domains/{payment_method_domain},GetPaymentMethodDomainsPaymentMethodDomain,Retrieve a payment method domain,r,1,method,
stripe,POST,/v1/payment_method_domains/{payment_method_domain},PostPaymentMethodDomainsPaymentMethodDomain,Update a payment method domain,x,3,floor,
stripe,POST,/v1/payment_method_domains/{payment_method_domain}/validate,PostPaymentMethodDomainsPaymentMethodDomainValidate,Validate an existing payment method domain,x,3,floor,
stripe,GET,/v1/payment_methods,GetPaymentMethods,List PaymentMethods,r,1,method,
stripe,POST,/v1/payment_methods,PostPaymentMethods,Create a PaymentMethod,x,3,floor,
stripe,GET,/v1/payment_methods/{payment_method},GetPaymentMethodsPaymentMethod,Retrieve a PaymentMethod,r,1,method,
stripe,POST,/v1/payment_methods/{payment_method},PostPaymentMethodsPaymentMethod,Update a PaymentMethod,x,3,floor,
stripe,POST,/v1/payment_methods/{payment_method}/attach,PostPaymentMethodsPaymentMethodAttach,Attach a PaymentMethod to a Customer,x,3,floor,
stripe,POST,/v1/payment_methods/{payment_method}/detach,PostPaymentMethodsPaymentMethodDetach,Detach a PaymentMethod from a Customer,x,3,floor,
stripe,GET,/v1/payment_records,GetPaymentRecords,List Payment Records,r,1,method,
stripe,POST,/v1/payment_records/report_payment,PostPaymentRecordsReportPayment,Report a payment,x,3,floor,
stripe,GET,/v1/payment_records/{id},GetPaymentRecordsId,Retrieve a Payment Record,r,1,method,
stripe,POST,/v1/payment_records/{id}/report_payment_attempt,PostPaymentRecordsIdReportPaymentAttempt,Report a payment attempt,x,3,floor,
stripe,POST,/v1/payment_records/{id}/report_payment_attempt_canceled,PostPaymentRecordsIdReportPaymentAttemptCanceled,Report payment attempt canceled,x,3,floor,
stripe,POST,/v1/payment_records/{id}/report_payment_attempt_failed,PostPaymentRecordsIdReportPaymentAttemptFailed,Report payment attempt failed,x,3,floor,
stripe,POST,/v1/payment_records/{id}/report_payment_attempt_guaranteed,PostPaymentRecordsIdReportPaymentAttemptGuaranteed,Report payment attempt guaranteed,x,3,floor,
stripe,POST,/v1/payment_records/{id}/report_payment_attempt_informational,PostPaymentRecordsIdReportPaymentAttemptInformational,Report payment attempt informational,x,3,floor,
stripe,POST,/v1/payment_records/{id}/report_refund,PostPaymentRecordsIdReportRefund,Report a refund,x,3,floor,
stripe,GET,/v1/payouts,GetPayouts,List all payouts,r,1,method,
stripe,POST,/v1/payouts,PostPayouts,Create a payout,x,3,floor,
stripe,GET,/v1/payouts/{payout},GetPayoutsPayout,Retrieve a payout,r,1,method,
stripe,POST,/v1/payouts/{payout},PostPayoutsPayout,Update a payout,x,3,floor,
stripe,POST,/v1/payouts/{payout}/cancel,PostPayoutsPayoutCancel,Cancel a payout,x,3,floor,
stripe,POST,/v1/payouts/{payout}/reverse,PostPayoutsPayoutReverse,Reverse a payout,x,3,floor,
stripe,GET,/v1/plans,GetPlans,List all plans,r,1,method,
stripe,POST,/v1/plans,PostPlans,Create a plan,x,3,floor,
stripe,GET,/v1/plans/{plan},GetPlansPlan,Retrieve a plan,r,1,method,
stripe,POST,/v1/plans/{plan},PostPlansPlan,Update a plan,x,3,floor,
stripe,DELETE,/v1/plans/{plan},DeletePlansPlan,Delete a plan,w,2,yours-noun,evidence
stripe,GET,/v1/prices,GetPrices,List all prices,r,1,method,
stripe,POST,/v1/prices,PostPrices,Create a price,x,3,floor,
stripe,GET,/v1/prices/search,GetPricesSearch,Search prices,r,1,method,
stripe,GET,/v1/prices/{price},GetPricesPrice,Retrieve a price,r,1,method,
stripe,POST,/v1/prices/{price},PostPricesPrice,Update a price,x,3,floor,
stripe,GET,/v1/products,GetProducts,List all products,r,1,method,
stripe,POST,/v1/products,PostProducts,Create a product,x,3,floor,
stripe,GET,/v1/products/search,GetProductsSearch,Search products,r,1,method,
stripe,GET,/v1/products/{id},GetProductsId,Retrieve a product,r,1,method,
stripe,POST,/v1/products/{id},PostProductsId,Update a product,x,3,floor,
stripe,DELETE,/v1/products/{id},DeleteProductsId,Delete a product,w,2,yours-noun,evidence
stripe,GET,/v1/products/{product}/features,GetProductsProductFeatures,List all features attached to a product,r,1,method,
stripe,POST,/v1/products/{product}/features,PostProductsProductFeatures,Attach a feature to a product,x,3,floor,
stripe,GET,/v1/products/{product}/features/{id},GetProductsProductFeaturesId,Retrieve a product_feature,r,1,method,
stripe,DELETE,/v1/products/{product}/features/{id},DeleteProductsProductFeaturesId,Remove a feature from a product,w,2,floor,x-pile
stripe,GET,/v1/promotion_codes,GetPromotionCodes,List all promotion codes,r,1,method,
stripe,POST,/v1/promotion_codes,PostPromotionCodes,Create a promotion code,x,3,floor,
stripe,GET,/v1/promotion_codes/{promotion_code},GetPromotionCodesPromotionCode,Retrieve a promotion code,r,1,method,
stripe,POST,/v1/promotion_codes/{promotion_code},PostPromotionCodesPromotionCode,Update a promotion code,x,3,floor,
stripe,GET,/v1/quotes,GetQuotes,List all quotes,r,1,method,
stripe,POST,/v1/quotes,PostQuotes,Create a quote,x,3,floor,
stripe,GET,/v1/quotes/{quote},GetQuotesQuote,Retrieve a quote,r,1,method,
stripe,POST,/v1/quotes/{quote},PostQuotesQuote,Update a quote,x,3,floor,
stripe,POST,/v1/quotes/{quote}/accept,PostQuotesQuoteAccept,Accept a quote,x,3,floor,
stripe,POST,/v1/quotes/{quote}/cancel,PostQuotesQuoteCancel,Cancel a quote,x,3,floor,
stripe,GET,/v1/quotes/{quote}/computed_upfront_line_items,GetQuotesQuoteComputedUpfrontLineItems,Retrieve a quote's upfront line items,r,1,method,
stripe,POST,/v1/quotes/{quote}/finalize,PostQuotesQuoteFinalize,Finalize a quote,x,3,floor,
stripe,GET,/v1/quotes/{quote}/line_items,GetQuotesQuoteLineItems,Retrieve a quote's line items,r,1,method,
stripe,GET,/v1/quotes/{quote}/pdf,GetQuotesQuotePdf,Download quote PDF,r,1,method,
stripe,GET,/v1/radar/early_fraud_warnings,GetRadarEarlyFraudWarnings,List all early fraud warnings,r,1,method,
stripe,GET,/v1/radar/early_fraud_warnings/{early_fraud_warning},GetRadarEarlyFraudWarningsEarlyFraudWarning,Retrieve an early fraud warning,r,1,method,
stripe,POST,/v1/radar/payment_evaluations,PostRadarPaymentEvaluations,Create a Payment Evaluation,x,3,floor,
stripe,GET,/v1/radar/value_list_items,GetRadarValueListItems,List all value list items,r,1,method,
stripe,POST,/v1/radar/value_list_items,PostRadarValueListItems,Create a value list item,x,3,floor,
stripe,GET,/v1/radar/value_list_items/{item},GetRadarValueListItemsItem,Retrieve a value list item,r,1,method,
stripe,DELETE,/v1/radar/value_list_items/{item},DeleteRadarValueListItemsItem,Delete a value list item,w,2,floor,x-pile
stripe,GET,/v1/radar/value_lists,GetRadarValueLists,List all value lists,r,1,method,
stripe,POST,/v1/radar/value_lists,PostRadarValueLists,Create a value list,x,3,floor,
stripe,GET,/v1/radar/value_lists/{value_list},GetRadarValueListsValueList,Retrieve a value list,r,1,method,
stripe,POST,/v1/radar/value_lists/{value_list},PostRadarValueListsValueList,Update a value list,x,3,floor,
stripe,DELETE,/v1/radar/value_lists/{value_list},DeleteRadarValueListsValueList,Delete a value list,w,2,floor,x-pile
stripe,GET,/v1/refunds,GetRefunds,List all refunds,r,1,method,
stripe,POST,/v1/refunds,PostRefunds,Create a refund,x,3,floor,
stripe,GET,/v1/refunds/{refund},GetRefundsRefund,Retrieve a refund,r,1,method,
stripe,POST,/v1/refunds/{refund},PostRefundsRefund,Update a refund,x,3,floor,
stripe,POST,/v1/refunds/{refund}/cancel,PostRefundsRefundCancel,Cancel a refund,x,3,floor,
stripe,GET,/v1/reporting/report_runs,GetReportingReportRuns,List all Report Runs,r,1,method,
stripe,POST,/v1/reporting/report_runs,PostReportingReportRuns,Create a Report Run,x,3,floor,
stripe,GET,/v1/reporting/report_runs/{report_run},GetReportingReportRunsReportRun,Retrieve a Report Run,r,1,method,
stripe,GET,/v1/reporting/report_types,GetReportingReportTypes,List all Report Types,r,1,method,
stripe,GET,/v1/reporting/report_types/{report_type},GetReportingReportTypesReportType,Retrieve a Report Type,r,1,method,
stripe,GET,/v1/reviews,GetReviews,List all open reviews,r,1,method,
stripe,GET,/v1/reviews/{review},GetReviewsReview,Retrieve a review,r,1,method,
stripe,POST,/v1/reviews/{review}/approve,PostReviewsReviewApprove,Approve a review,x,3,floor,
stripe,GET,/v1/setup_attempts,GetSetupAttempts,List all SetupAttempts,r,1,method,
stripe,GET,/v1/setup_intents,GetSetupIntents,List all SetupIntents,r,1,method,
stripe,POST,/v1/setup_intents,PostSetupIntents,Create a SetupIntent,x,3,floor,
stripe,GET,/v1/setup_intents/{intent},GetSetupIntentsIntent,Retrieve a SetupIntent,r,1,method,
stripe,POST,/v1/setup_intents/{intent},PostSetupIntentsIntent,Update a SetupIntent,x,3,floor,
stripe,POST,/v1/setup_intents/{intent}/cancel,PostSetupIntentsIntentCancel,Cancel a SetupIntent,x,3,floor,
stripe,POST,/v1/setup_intents/{intent}/confirm,PostSetupIntentsIntentConfirm,Confirm a SetupIntent,x,3,floor,
stripe,POST,/v1/setup_intents/{intent}/verify_microdeposits,PostSetupIntentsIntentVerifyMicrodeposits,Verify microdeposits on a SetupIntent,x,3,floor,
stripe,GET,/v1/shipping_rates,GetShippingRates,List all shipping rates,r,1,method,
stripe,POST,/v1/shipping_rates,PostShippingRates,Create a shipping rate,x,3,floor,
stripe,GET,/v1/shipping_rates/{shipping_rate_token},GetShippingRatesShippingRateToken,Retrieve a shipping rate,r,1,method,
stripe,POST,/v1/shipping_rates/{shipping_rate_token},PostShippingRatesShippingRateToken,Update a shipping rate,x,3,floor,
stripe,POST,/v1/sigma/saved_queries/{id},PostSigmaSavedQueriesId,Update an existing Sigma Query,x,3,floor,
stripe,GET,/v1/sigma/scheduled_query_runs,GetSigmaScheduledQueryRuns,List all scheduled query runs,r,1,method,
stripe,GET,/v1/sigma/scheduled_query_runs/{scheduled_query_run},GetSigmaScheduledQueryRunsScheduledQueryRun,Retrieve a scheduled query run,r,1,method,
stripe,POST,/v1/sources,PostSources,Create a source,x,3,floor,
stripe,GET,/v1/sources/{source},GetSourcesSource,Retrieve a source,r,1,method,
stripe,POST,/v1/sources/{source},PostSourcesSource,Update a source,x,3,floor,
stripe,GET,/v1/sources/{source}/mandate_notifications/{mandate_notification},GetSourcesSourceMandateNotificationsMandateNotification,Retrieve a Source MandateNotification,r,1,method,
stripe,GET,/v1/sources/{source}/source_transactions,GetSourcesSourceSourceTransactions,,r,1,method,
stripe,GET,/v1/sources/{source}/source_transactions/{source_transaction},GetSourcesSourceSourceTransactionsSourceTransaction,Retrieve a source transaction,r,1,method,
