token,position,providers,ops_total,raw_get,raw_post,raw_put,raw_patch,raw_delete,raw_head,raw_options,perprov_get,perprov_post,perprov_put,perprov_patch,perprov_delete,perprov_head,perprov_options
repo,path,7,213,101,49,11,15,37,0,0,5,4,2,1,2,0,0
pipeline,opid,7,171,56,78,16,3,18,0,0,7,6,4,3,5,0,0
4,path,7,163,80,49,12,3,19,0,0,5,5,2,2,4,0,0
load,path,7,159,69,75,7,1,7,0,0,4,6,4,1,3,0,0
box,path,7,150,89,24,17,3,17,0,0,6,2,1,1,1,0,0
interface,opid,7,141,59,45,13,11,13,0,0,6,4,4,4,4,0,0
proxy,path,7,141,20,78,12,7,11,6,7,6,6,4,2,5,1,2
patient,path,7,139,68,38,14,12,7,0,0,6,5,3,2,2,0,0
analytic,lead,7,134,70,24,15,10,14,1,0,6,3,3,1,3,1,0
team,lead,7,130,97,11,4,8,10,0,0,7,3,2,3,3,0,0
identity,opid,7,129,45,64,11,2,6,1,0,6,4,2,2,3,1,0
controller,opid,7,126,88,16,9,6,7,0,0,6,6,5,3,3,0,0
sale,lead,7,126,62,39,15,2,8,0,0,6,4,3,1,3,0,0
season,opid,7,124,124,0,0,0,0,0,0,7,0,0,0,0,0,0
portfolio,path,7,120,18,94,3,1,4,0,0,4,5,2,1,3,0,0
registry,path,7,120,35,63,7,5,10,0,0,6,5,4,1,3,0,0
edge,opid,7,109,56,35,8,2,8,0,0,6,5,3,2,4,0,0
self,opid,7,99,44,15,19,0,21,0,0,5,4,3,0,2,0,0
expense,opid,7,87,51,22,6,2,6,0,0,5,6,4,1,4,0,0
registry,opid,7,87,33,32,5,4,13,0,0,7,6,5,1,4,0,0
price,lead,7,81,48,18,8,7,0,0,0,5,4,2,1,0,0,0
playlist,opid,7,72,37,14,11,0,8,2,0,7,4,3,0,4,1,0
sub,path,7,71,49,4,6,3,9,0,0,7,3,2,2,2,0,0
spot,path,7,70,40,22,3,1,4,0,0,7,5,2,1,3,0,0
consumer,opid,7,69,31,22,5,3,8,0,0,7,5,3,2,5,0,0
unit,opid,7,68,38,23,2,2,3,0,0,5,6,2,1,2,0,0
issue,lead,7,65,23,18,2,7,15,0,0,2,6,1,1,1,0,0
migration,opid,7,65,20,35,5,2,3,0,0,7,4,3,2,2,0,0
aggregated,opid,7,63,59,4,0,0,0,0,0,5,3,0,0,0,0,0
budget,path,7,63,30,25,3,2,3,0,0,5,4,2,1,2,0,0
collection,lead,7,63,40,15,0,2,6,0,0,6,4,0,1,2,0,0
migrate,path,7,61,26,19,7,3,6,0,0,1,6,2,1,1,0,0
tool,path,7,61,27,22,12,0,0,0,0,5,4,1,0,0,0,0
upgrade,path,7,61,23,36,2,0,0,0,0,5,7,2,0,0,0,0
5,opid,7,58,50,2,1,4,1,0,0,6,2,1,1,1,0,0
http,path,7,57,18,24,4,5,6,0,0,3,4,3,1,1,0,0
pull,path,7,57,13,40,0,1,3,0,0,2,7,0,1,1,0,0
budget,opid,7,56,20,22,5,4,5,0,0,5,4,3,2,3,0,0
custom,lead,7,56,26,11,8,5,6,0,0,7,5,3,2,2,0,0
blob,opid,7,55,25,12,10,2,5,1,0,5,4,2,1,2,1,0
switch,path,7,55,23,16,10,0,6,0,0,3,6,2,0,2,0,0
apikey,path,7,53,21,14,3,3,12,0,0,7,6,2,2,6,0,0
context,opid,7,53,19,15,8,5,6,0,0,7,5,3,2,3,0,0
classes,path,7,51,30,9,6,0,6,0,0,7,2,2,0,2,0,0
legal,path,7,51,26,16,0,4,5,0,0,6,4,0,2,2,0,0
ad,opid,7,50,33,10,3,1,3,0,0,5,6,3,1,3,0,0
graph,opid,7,50,22,14,6,3,5,0,0,5,5,2,2,2,0,0
tax,lead,7,50,25,13,5,3,4,0,0,7,4,2,2,2,0,0
monitoring,path,7,49,22,23,2,0,2,0,0,5,5,2,0,2,0,0
pair,opid,7,49,18,24,2,0,5,0,0,7,4,2,0,3,0,0
prefixes,path,7,49,23,9,4,6,7,0,0,7,3,3,3,4,0,0
regenerate,path,7,49,0,47,2,0,0,0,0,0,6,1,0,0,0,0
agreement,opid,7,48,28,14,2,2,2,0,0,6,4,1,1,2,0,0
peer,path,7,47,27,11,2,0,7,0,0,7,4,2,0,4,0,0
star,path,7,47,8,34,3,0,2,0,0,5,4,1,0,2,0,0
variant,opid,7,47,32,6,3,2,4,0,0,7,4,2,1,2,0,0
matches,path,7,44,40,2,2,0,0,0,0,4,2,1,0,0,0,0
net,path,7,44,25,7,4,4,4,0,0,6,3,1,1,1,0,0
provisioning,opid,7,44,13,26,2,1,2,0,0,6,5,1,1,1,0,0
annotation,opid,7,43,23,11,3,1,5,0,0,6,6,3,1,4,0,0
playback,opid,7,43,8,18,14,0,3,0,0,5,5,2,0,3,0,0
quality,path,7,43,11,29,2,0,1,0,0,6,3,1,0,1,0,0
slug,opid,7,43,40,2,0,0,1,0,0,5,2,0,0,1,0,0
inbound,opid,7,41,18,10,8,1,4,0,0,6,5,5,1,4,0,0
sender,path,7,40,13,19,2,2,4,0,0,5,5,2,1,3,0,0
ssh,opid,7,40,17,10,7,2,4,0,0,6,5,4,2,4,0,0
third,path,7,40,16,16,3,1,4,0,0,5,4,3,1,2,0,0
blob,path,7,39,15,14,4,1,4,1,0,5,4,2,1,2,1,0
broadcast,opid,7,39,15,20,3,0,1,0,0,6,3,2,0,1,0,0
transform,path,7,39,17,14,3,2,3,0,0,4,7,2,1,2,0,0
override,path,7,38,11,20,4,0,3,0,0,5,4,4,0,2,0,0
chart,opid,7,37,35,0,2,0,0,0,0,7,0,1,0,0,0,0
collaborator,path,7,37,16,7,3,3,8,0,0,7,5,3,2,7,0,0
timer,opid,7,37,17,11,2,0,7,0,0,6,6,1,0,4,0,0
branches,opid,7,36,14,16,2,1,3,0,0,7,3,1,1,2,0,0
signature,path,7,36,15,9,7,0,5,0,0,4,5,1,0,2,0,0
git,path,7,35,15,14,2,2,2,0,0,5,3,1,2,2,0,0
head,opid,7,35,1,2,0,0,0,32,0,1,2,0,0,0,5,0
prefix,opid,7,35,21,14,0,0,0,0,0,6,2,0,0,0,0,0
trigger,lead,7,35,9,18,4,0,4,0,0,2,6,1,0,1,0,0
companies,opid,7,34,17,9,2,3,3,0,0,7,5,2,2,2,0,0
off,opid,7,34,15,12,3,2,2,0,0,3,6,3,2,2,0,0
plugin,opid,7,34,14,16,1,0,3,0,0,7,4,1,0,2,0,0
subject,opid,7,33,20,12,0,0,1,0,0,6,4,0,0,1,0,0
taxes,path,7,33,17,8,3,2,3,0,0,6,6,2,2,3,0,0
material,path,7,32,16,8,3,2,3,0,0,6,4,2,2,2,0,0
promotion,opid,7,32,17,10,2,0,3,0,0,6,5,1,0,2,0,0
publisher,path,7,32,25,2,3,0,2,0,0,7,1,1,0,1,0,0
long,opid,7,31,18,6,4,0,3,0,0,4,4,2,0,2,0,0
branch,opid,7,30,11,10,3,1,5,0,0,7,4,2,1,4,0,0
store,lead,7,30,20,3,4,1,2,0,0,5,3,1,1,1,0,0
{format},path,7,29,29,0,0,0,0,0,0,7,0,0,0,0,0,0
google,opid,7,29,12,11,2,2,2,0,0,3,5,2,2,2,0,0
software,path,7,29,15,9,2,1,2,0,0,4,4,1,1,1,0,0
terminate,opid,7,29,4,24,1,0,0,0,0,1,6,1,0,0,0,0
contributor,path,7,28,20,6,0,1,1,0,0,6,2,0,1,1,0,0
manual,opid,7,28,9,15,3,1,0,0,0,3,7,1,1,0,0,0
screenshot,opid,7,28,18,5,1,2,2,0,0,6,4,1,1,1,0,0
announcement,path,7,27,13,8,2,1,3,0,0,7,4,2,1,3,0,0
claim,path,7,27,5,17,5,0,0,0,0,2,7,2,0,0,0,0
contributor,opid,7,27,19,6,0,1,1,0,0,6,2,0,1,1,0,0
google,path,7,27,12,10,2,1,2,0,0,4,5,2,1,2,0,0
distance,path,7,26,6,15,0,4,0,0,1,3,5,0,1,0,0,1
pricing,opid,7,25,14,6,4,1,0,0,0,6,3,1,1,0,0,0
purge,opid,7,25,4,9,1,1,10,0,0,4,4,1,1,3,0,0
historical,opid,7,24,23,1,0,0,0,0,0,6,1,0,0,0,0,0
rollback,opid,7,24,3,20,1,0,0,0,0,1,6,1,0,0,0,0
upcoming,path,7,24,23,1,0,0,0,0,0,7,1,0,0,0,0,0
historical,path,7,23,21,2,0,0,0,0,0,5,2,0,0,0,0,0
individual,opid,7,23,6,15,0,0,2,0,0,5,4,0,0,2,0,0
analyse,opid,7,22,10,12,0,0,0,0,0,5,4,0,0,0,0,0
detach,path,7,22,0,20,1,1,0,0,0,0,5,1,1,0,0,0
diff,path,7,22,19,3,0,0,0,0,0,5,3,0,0,0,0,0
reject,lead,7,22,0,18,2,1,1,0,0,0,6,2,1,1,0,0
resolve,opid,7,22,10,12,0,0,0,0,0,5,4,0,0,0,0,0
software,opid,7,22,10,10,1,0,1,0,0,4,4,1,0,1,0,0
vote,path,7,22,10,4,3,0,5,0,0,7,4,2,0,4,0,0
general,opid,7,21,15,3,3,0,0,0,0,7,2,2,0,0,0,0
reboot,path,7,21,0,20,1,0,0,0,0,0,7,1,0,0,0,0
transition,opid,7,21,8,9,3,0,1,0,0,6,6,1,0,1,0,0
market,opid,7,20,19,1,0,0,0,0,0,6,1,0,0,0,0,0
one,path,7,20,8,6,4,0,2,0,0,4,5,3,0,2,0,0
pre,path,7,20,10,8,0,1,1,0,0,2,7,0,1,1,0,0
timezone,path,7,20,19,0,0,0,0,0,1,7,0,0,0,0,0,1
ui,path,7,20,5,11,1,2,1,0,0,4,4,1,1,1,0,0
unfollow,lead,7,20,0,0,0,0,20,0,0,0,0,0,0,7,0,0
facet,path,7,19,9,5,5,0,0,0,0,6,1,1,0,0,0,0
bookmark,opid,7,18,9,3,3,0,3,0,0,4,2,3,0,3,0,0
click,opid,7,18,13,2,1,1,1,0,0,7,2,1,1,1,0,0
dependencies,path,7,18,9,5,2,0,2,0,0,5,3,1,0,1,0,0
known,path,7,18,13,3,1,0,1,0,0,6,3,1,0,1,0,0
taxes,opid,7,18,12,4,1,1,0,0,0,6,2,1,1,0,0,0
changelog,path,7,17,13,2,1,0,1,0,0,7,2,1,0,1,0,0
completed,path,7,17,8,9,0,0,0,0,0,5,2,0,0,0,0,0
dependencies,opid,7,17,7,6,2,0,2,0,0,5,4,1,0,1,0,0
home,opid,7,17,11,6,0,0,0,0,0,6,1,0,0,0,0,0
png,path,7,17,16,1,0,0,0,0,0,7,1,0,0,0,0,0
provision,path,7,17,1,14,1,0,1,0,0,1,6,1,0,1,0,0
quick,opid,7,17,5,9,2,0,1,0,0,3,4,2,0,1,0,0
select,path,7,17,6,9,1,0,1,0,0,3,6,1,0,1,0,0
structure,opid,7,17,15,1,0,1,0,0,0,7,1,0,1,0,0,0
acknowledge,path,7,16,0,15,0,1,0,0,0,0,6,0,1,0,0,0
fork,opid,7,16,4,11,0,0,1,0,0,3,6,0,0,1,0,0
heartbeat,path,7,16,8,7,0,0,0,0,1,5,3,0,0,0,0,1
primary,opid,7,16,4,10,2,0,0,0,0,2,4,1,0,0,0,0
promote,opid,7,16,3,11,1,1,0,0,0,1,5,1,1,0,0,0
well,path,7,16,15,1,0,0,0,0,0,7,1,0,0,0,0,0
advanced,path,7,15,10,3,2,0,0,0,0,6,1,1,0,0,0,0
capabilities,path,7,15,9,4,0,1,1,0,0,5,3,0,1,1,0,0
detail,lead,7,15,14,1,0,0,0,0,0,6,1,0,0,0,0,0
detailed,path,7,15,13,2,0,0,0,0,0,7,1,0,0,0,0,0
lock,lead,7,15,4,4,5,0,2,0,0,3,3,4,0,1,0,0
restriction,path,7,15,6,7,1,0,1,0,0,5,4,1,0,1,0,0
trending,opid,7,15,15,0,0,0,0,0,0,7,0,0,0,0,0,0
cities,opid,7,14,14,0,0,0,0,0,0,7,0,0,0,0,0,0
deny,opid,7,14,6,5,2,0,1,0,0,1,4,1,0,1,0,0
install,path,7,14,2,10,1,0,1,0,0,1,7,1,0,1,0,0
is,lead,7,14,11,3,0,0,0,0,0,5,2,0,0,0,0,0
legacy,path,7,14,8,6,0,0,0,0,0,7,4,0,0,0,0,0
push,lead,7,14,2,8,2,1,1,0,0,1,6,2,1,1,0,0
recognize,path,7,14,0,11,3,0,0,0,0,0,6,2,0,0,0,0
render,opid,7,14,5,9,0,0,0,0,0,4,6,0,0,0,0,0
sign,lead,7,14,1,9,1,0,2,1,0,1,6,1,0,2,1,0
trending,path,7,14,14,0,0,0,0,0,0,7,0,0,0,0,0,0
deny,path,7,13,6,5,2,0,0,0,0,2,4,1,0,0,0,0
forgot,opid,7,13,0,9,4,0,0,0,0,0,6,2,0,0,0,0
home,path,7,13,7,6,0,0,0,0,0,6,1,0,0,0,0,0
registered,path,7,13,7,2,1,0,3,0,0,6,2,1,0,1,0,0
swagger,path,7,13,9,2,1,0,1,0,0,5,2,1,0,1,0,0
trend,path,7,13,12,1,0,0,0,0,0,6,1,0,0,0,0,0
basic,opid,7,12,8,3,1,0,0,0,0,6,1,1,0,0,0,0
children,opid,7,12,7,4,0,1,0,0,0,5,3,0,1,0,0,0
hash,opid,7,12,7,5,0,0,0,0,0,4,4,0,0,0,0,0
qr,opid,7,12,9,3,0,0,0,0,0,5,2,0,0,0,0,0
retry,lead,7,12,0,11,1,0,0,0,0,0,6,1,0,0,0,0
two,opid,7,12,2,9,0,0,1,0,0,1,6,0,0,1,0,0
upsert,path,7,12,0,11,1,0,0,0,0,0,6,1,0,0,0,0
ignore,opid,7,11,2,6,1,1,1,0,0,1,6,1,1,1,0,0
rank,path,7,11,4,7,0,0,0,0,0,3,4,0,0,0,0,0
watching,path,7,11,7,3,1,0,0,0,0,3,3,1,0,0,0,0
authorize,lead,7,10,4,6,0,0,0,0,0,3,4,0,0,0,0,0
condition,opid,7,10,7,3,0,0,0,0,0,5,2,0,0,0,0,0
do,lead,7,10,3,7,0,0,0,0,0,2,6,0,0,0,0,0
extract,opid,7,10,5,5,0,0,0,0,0,4,5,0,0,0,0,0
extract,path,7,10,5,5,0,0,0,0,0,4,5,0,0,0,0,0
nearest,path,7,10,9,1,0,0,0,0,0,6,1,0,0,0,0,0
restart,lead,7,10,0,9,1,0,0,0,0,0,6,1,0,0,0,0
suspend,lead,7,10,0,7,3,0,0,0,0,0,4,3,0,0,0,0
toggle,opid,7,10,0,4,6,0,0,0,0,0,3,4,0,0,0,0
unregister,lead,7,10,0,4,0,0,6,0,0,0,3,0,0,4,0,0
unregister,path,7,10,0,9,0,0,1,0,0,0,6,0,0,1,0,0
up,path,7,10,3,7,0,0,0,0,0,2,5,0,0,0,0,0
forgot,lead,7,9,0,6,3,0,0,0,0,0,5,2,0,0,0,0
map,lead,7,9,1,6,2,0,0,0,0,1,5,2,0,0,0,0
now,opid,7,9,1,7,1,0,0,0,0,1,5,1,0,0,0,0
unlink,lead,7,9,0,4,1,0,4,0,0,0,3,1,0,3,0,0
promote,path,7,8,0,6,2,0,0,0,0,0,5,2,0,0,0,0
regenerate,lead,7,8,0,5,3,0,0,0,0,0,5,2,0,0,0,0
void,path,7,7,0,6,1,0,0,0,0,0,6,1,0,0,0,0
describe,path,6,774,37,737,0,0,0,0,0,3,4,0,0,0,0,0
management,path,6,590,224,120,85,45,73,43,0,6,3,4,2,2,1,0
defined,path,6,368,347,13,4,2,2,0,0,4,4,3,1,2,0,0
machine,path,6,363,171,100,28,27,37,0,0,5,5,3,3,4,0,0
managed,path,6,283,138,71,34,12,28,0,0,6,5,3,2,3,0,0
hub,path,6,258,98,85,35,10,30,0,0,3,6,2,2,2,0,0
insert,opid,6,256,0,255,1,0,0,0,0,0,6,1,0,0,0,0
simple,path,6,245,138,40,28,11,28,0,0,5,3,2,1,2,0,0
managed,opid,6,244,113,73,27,10,21,0,0,6,5,3,2,4,0,0
watch,opid,6,185,159,19,2,0,5,0,0,2,4,1,0,2,0,0
vpn,opid,6,168,75,60,12,7,14,0,0,6,5,4,2,4,0,0
execution,opid,6,163,54,102,4,2,1,0,0,6,4,2,1,1,0,0
vpn,path,6,159,74,55,11,6,13,0,0,6,5,4,2,4,0,0
integration,lead,6,152,61,54,14,7,16,0,0,4,5,2,3,3,0,0
edge,path,6,151,71,35,20,4,21,0,0,5,5,3,3,4,0,0
repo,opid,6,149,76,37,7,9,20,0,0,4,3,2,2,2,0,0
protection,path,6,139,51,63,12,5,8,0,0,4,5,1,2,2,0,0
board,path,6,131,58,18,45,0,10,0,0,6,5,3,0,3,0,0
assessment,path,6,130,50,39,22,3,16,0,0,4,5,3,2,3,0,0
connector,opid,6,116,42,44,12,4,14,0,0,6,3,2,2,4,0,0
stack,opid,6,111,44,62,1,1,3,0,0,6,4,1,1,3,0,0
application,lead,6,104,53,13,13,9,16,0,0,5,4,1,2,3,0,0
meeting,path,6,101,54,19,11,7,10,0,0,6,5,4,1,4,0,0
wireless,opid,6,99,39,16,14,11,19,0,0,6,4,3,2,5,0,0
role,lead,6,93,52,6,17,1,17,0,0,5,4,3,1,4,0,0
provisioning,path,6,90,33,36,9,3,9,0,0,6,4,2,2,3,0,0
tenant,opid,6,86,30,25,9,9,11,2,0,5,5,4,5,6,1,0
employee,opid,6,84,56,10,8,3,7,0,0,6,5,4,3,2,0,0
console,opid,6,83,27,20,12,12,12,0,0,4,6,2,2,2,0,0
album,path,6,81,49,11,6,4,11,0,0,6,3,2,1,3,0,0
quota,opid,6,81,37,25,5,7,7,0,0,6,4,2,3,4,0,0
sku,path,6,81,61,13,4,1,2,0,0,6,3,3,1,2,0,0
work,opid,6,81,36,32,3,6,4,0,0,5,5,2,3,3,0,0
diagnostic,path,6,78,47,7,9,5,8,2,0,6,3,2,1,2,1,0
ssl,opid,6,76,40,24,1,2,9,0,0,5,5,1,1,3,0,0
subscription,lead,6,74,36,20,7,4,6,1,0,5,4,3,3,3,1,0
indexes,path,6,73,25,15,9,7,17,0,0,6,6,1,3,3,0,0
ssl,path,6,70,37,22,0,2,9,0,0,5,5,0,1,3,0,0
maintenance,opid,6,69,12,53,2,1,1,0,0,4,4,2,1,1,0,0
time,lead,6,68,38,17,3,5,5,0,0,6,4,2,4,4,0,0
encryption,opid,6,67,27,29,7,1,3,0,0,4,4,3,1,1,0,0
purchase,lead,6,66,35,21,6,3,1,0,0,2,5,3,1,1,0,0
instruction,opid,6,65,34,7,15,2,7,0,0,6,3,3,1,1,0,0
detach,opid,6,64,14,33,5,0,12,0,0,1,4,2,0,3,0,0
monitoring,opid,6,64,23,32,3,2,4,0,0,5,5,3,2,4,0,0
detection,path,6,63,4,56,1,0,2,0,0,3,5,1,0,1,0,0
origin,opid,6,59,31,9,12,1,6,0,0,6,3,2,1,2,0,0
holiday,path,6,58,35,7,6,3,7,0,0,5,2,4,2,3,0,0
instruction,path,6,58,27,7,15,2,7,0,0,6,3,3,1,1,0,0
seller,path,6,57,32,9,13,1,2,0,0,6,2,1,1,1,0,0
layer,path,6,56,28,20,2,0,6,0,0,6,2,1,0,2,0,0
quota,path,6,56,22,25,3,3,3,0,0,6,3,2,1,2,0,0
automation,opid,6,55,38,10,2,2,3,0,0,5,3,1,2,2,0,0
http,opid,6,55,17,24,3,5,6,0,0,2,4,2,1,1,0,0
agreement,path,6,52,29,15,3,2,3,0,0,5,5,2,1,3,0,0
window,opid,6,51,12,38,1,0,0,0,0,4,3,1,0,0,0,0
bill,path,6,50,33,9,3,1,4,0,0,6,4,2,1,3,0,0
class,path,6,49,20,13,9,7,0,0,0,5,1,3,1,0,0,0
insurance,path,6,48,27,7,5,2,7,0,0,6,3,1,2,3,0,0
stream,lead,6,48,37,11,0,0,0,0,0,3,4,0,0,0,0,0
coupon,path,6,46,16,18,6,0,6,0,0,5,5,2,0,2,0,0
section,opid,6,46,29,9,3,1,4,0,0,6,4,3,1,4,0,0
s,opid,6,44,16,19,5,1,3,0,0,4,5,2,1,2,0,0
element,path,6,43,24,13,1,1,4,0,0,4,4,1,1,2,0,0
stage,path,6,43,20,12,1,2,8,0,0,6,2,1,1,2,0,0
outbound,path,6,42,29,9,1,1,2,0,0,5,2,1,1,2,0,0
widget,path,6,42,31,7,1,1,2,0,0,6,3,1,1,2,0,0
entry,path,6,41,22,14,2,0,3,0,0,6,5,1,0,1,0,0
release,lead,6,41,16,10,4,2,9,0,0,2,5,2,1,4,0,0
translation,path,6,41,22,9,9,0,1,0,0,4,3,1,0,1,0,0
conversion,path,6,40,21,13,5,0,1,0,0,6,4,3,0,1,0,0
theme,opid,6,40,31,3,4,0,2,0,0,6,2,2,0,1,0,0
theme,path,6,40,31,3,4,0,2,0,0,6,2,2,0,1,0,0
bill,opid,6,39,25,8,2,1,3,0,0,5,4,1,1,2,0,0
third,opid,6,39,16,15,3,1,4,0,0,5,3,3,1,2,0,0
entitlement,opid,6,38,15,18,2,1,2,0,0,5,3,2,1,2,0,0
quality,opid,6,37,8,26,2,0,1,0,0,5,2,1,0,1,0,0
associated,path,6,36,23,7,1,0,5,0,0,5,3,1,0,2,0,0
ca,path,6,36,4,30,0,0,2,0,0,3,4,0,0,2,0,0
follow,opid,6,36,11,10,11,0,4,0,0,3,4,4,0,3,0,0
screen,path,6,36,11,15,4,0,6,0,0,3,6,3,0,3,0,0
size,opid,6,35,15,16,2,1,1,0,0,5,3,2,1,1,0,0
timer,path,6,35,16,10,2,0,7,0,0,5,5,1,0,4,0,0
alias,path,6,34,6,26,0,0,2,0,0,4,4,0,0,2,0,0
hotel,path,6,34,28,1,2,3,0,0,0,6,1,1,1,0,0,0
lead,path,6,34,14,6,6,2,6,0,0,6,4,3,1,4,0,0
place,lead,6,34,21,9,2,2,0,0,0,2,5,2,1,0,0,0
reward,opid,6,34,23,10,0,0,1,0,0,4,4,0,0,1,0,0
consumption,path,6,33,29,2,1,0,1,0,0,5,2,1,0,1,0,0
coupon,opid,6,33,11,12,5,0,5,0,0,4,5,2,0,2,0,0
district,opid,6,33,33,0,0,0,0,0,0,6,0,0,0,0,0,0
example,path,6,33,11,20,0,0,2,0,0,5,4,0,0,1,0,0
grant,path,6,33,6,25,1,0,1,0,0,3,5,1,0,1,0,0
milestone,path,6,33,21,7,2,2,1,0,0,6,4,2,2,1,0,0
override,opid,6,33,6,19,3,2,3,0,0,3,3,3,1,2,0,0
reward,path,6,33,22,10,0,0,1,0,0,4,4,0,0,1,0,0
social,path,6,33,16,10,0,3,4,0,0,6,3,0,1,1,0,0
artist,opid,6,32,26,1,2,0,2,1,0,6,1,1,0,1,1,0
prefix,path,6,32,18,14,0,0,0,0,0,5,2,0,0,0,0,0
queries,opid,6,32,11,15,2,0,4,0,0,4,5,2,0,3,0,0
engine,opid,6,31,18,13,0,0,0,0,0,6,1,0,0,0,0,0
long,path,6,31,18,6,4,0,3,0,0,3,4,2,0,2,0,0
matches,opid,6,31,28,3,0,0,0,0,0,4,2,0,0,0,0,0
favourite,path,6,30,11,5,9,0,5,0,0,5,2,4,0,3,0,0
allocation,path,6,29,15,7,5,0,2,0,0,5,2,2,0,1,0,0
enabled,opid,6,29,13,9,5,1,1,0,0,4,2,4,1,1,0,0
flight,path,6,29,13,11,2,2,1,0,0,5,3,1,1,1,0,0
portal,opid,6,29,12,8,5,1,3,0,0,5,4,3,1,2,0,0
signal,path,6,29,8,15,3,1,2,0,0,3,5,3,1,2,0,0
support,opid,6,29,13,10,3,1,2,0,0,5,3,1,1,1,0,0
collaborator,opid,6,28,12,6,3,1,6,0,0,6,4,3,1,6,0,0
e,opid,6,28,26,1,0,1,0,0,0,4,1,0,1,0,0,0
publication,path,6,28,26,1,1,0,0,0,0,6,1,1,0,0,0,0
sheet,opid,6,28,12,15,1,0,0,0,0,6,3,1,0,0,0,0
topic,lead,6,28,14,7,3,1,3,0,0,4,4,1,1,1,0,0
transform,opid,6,28,11,12,2,1,2,0,0,4,4,2,1,2,0,0
evidence,opid,6,27,14,8,4,0,1,0,0,6,4,1,0,1,0,0
popular,opid,6,27,27,0,0,0,0,0,0,6,0,0,0,0,0,0
7,opid,6,26,14,8,1,1,2,0,0,6,2,1,1,2,0,0
debug,opid,6,26,5,20,0,0,1,0,0,3,5,0,0,1,0,0
enabled,path,6,26,13,8,3,1,1,0,0,5,2,3,1,1,0,0
fulfillment,opid,6,26,11,11,2,0,2,0,0,4,5,2,0,2,0,0
hold,opid,6,26,8,11,3,0,4,0,0,2,5,3,0,2,0,0
single,lead,6,26,22,4,0,0,0,0,0,3,3,0,0,0,0,0
trial,opid,6,26,4,21,1,0,0,0,0,3,3,1,0,0,0,0
benefit,opid,6,25,11,7,4,1,2,0,0,5,3,4,1,2,0,0
center,opid,6,25,11,8,1,3,2,0,0,5,4,1,3,2,0,0
configure,lead,6,25,0,4,20,1,0,0,0,0,2,5,1,0,0,0
effective,path,6,25,11,14,0,0,0,0,0,4,4,0,0,0,0,0
hold,path,6,25,8,10,3,0,4,0,0,2,5,3,0,3,0,0
master,opid,6,25,10,12,1,0,0,2,0,5,3,1,0,0,1,0
phrase,opid,6,25,8,11,3,0,3,0,0,5,4,2,0,2,0,0
digital,opid,6,24,13,6,2,1,2,0,0,4,5,1,1,1,0,0
hit,opid,6,24,6,16,1,0,1,0,0,2,5,1,0,1,0,0
mfa,path,6,24,5,13,2,1,3,0,0,2,5,2,1,2,0,0
recover,path,6,24,1,17,6,0,0,0,0,1,4,1,0,0,0,0
contribution,path,6,23,14,8,0,0,1,0,0,5,2,0,0,1,0,0
evidence,path,6,23,14,8,0,0,1,0,0,6,4,0,0,1,0,0
item,lead,6,23,4,17,0,1,1,0,0,3,4,0,1,1,0,0
openid,path,6,23,14,3,2,1,2,1,0,6,2,2,1,2,1,0
driver,path,6,22,8,3,8,1,2,0,0,5,3,2,1,2,0,0
stock,opid,6,22,11,9,1,0,1,0,0,5,3,1,0,1,0,0
trial,path,6,22,5,16,1,0,0,0,0,3,3,1,0,0,0,0
deletion,path,6,21,5,16,0,0,0,0,0,4,4,0,0,0,0,0
diff,opid,6,21,18,3,0,0,0,0,0,5,3,0,0,0,0,0
facilities,path,6,21,16,5,0,0,0,0,0,6,1,0,0,0,0,0
header,path,6,21,12,5,2,1,1,0,0,6,3,2,1,1,0,0
publication,opid,6,21,18,0,1,1,1,0,0,6,0,1,1,1,0,0
saml,opid,6,21,10,10,1,0,0,0,0,4,5,1,0,0,0,0
subaccount,opid,6,21,8,5,4,2,2,0,0,4,5,4,2,2,0,0
token,lead,6,21,8,10,1,1,1,0,0,3,4,1,1,1,0,0
cancellation,opid,6,20,9,8,2,0,1,0,0,5,5,2,0,1,0,0
child,path,6,20,19,1,0,0,0,0,0,5,1,0,0,0,0,0
fetch,path,6,20,2,18,0,0,0,0,0,1,5,0,0,0,0,0
material,opid,6,20,11,5,1,2,1,0,0,5,3,1,2,1,0,0
personal,opid,6,20,6,8,4,0,2,0,0,2,4,4,0,2,0,0
title,path,6,20,17,3,0,0,0,0,0,4,2,0,0,0,0,0
word,opid,6,20,10,5,2,1,2,0,0,4,3,2,1,2,0,0
current,lead,6,19,19,0,0,0,0,0,0,6,0,0,0,0,0,0
frame,path,6,19,16,3,0,0,0,0,0,4,3,0,0,0,0,0
privacy,path,6,19,6,3,6,0,4,0,0,3,3,1,0,2,0,0
sign,path,6,19,0,19,0,0,0,0,0,0,6,0,0,0,0,0
click,path,6,18,12,3,1,1,1,0,0,6,3,1,1,1,0,0
deletion,opid,6,18,4,14,0,0,0,0,0,3,5,0,0,0,0,0
discover,path,6,18,2,14,2,0,0,0,0,2,4,1,0,0,0,0
like,opid,6,18,8,4,4,0,2,0,0,4,3,3,0,1,0,0
playback,path,6,18,5,9,2,0,2,0,0,3,5,1,0,2,0,0
recurring,opid,6,18,7,6,1,0,4,0,0,4,2,1,0,3,0,0
risk,path,6,18,7,9,1,1,0,0,0,4,3,1,1,0,0,0
