row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
pc-r0109,stripe,GET,/v1/checkout/sessions/{session}/line_items,GetCheckoutSessionsSessionLineItems,Retrieve a Checkout Session's line items,"<p>When retrieving a Checkout Session, there is an includable <strong>line_items</strong> property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items.</p>",r,,,provider-corpus-2026-09-16
pc-r0110,stripe,GET,/v1/climate/orders,GetClimateOrders,List orders,"<p>Lists all Climate order objects. The orders are returned sorted by creation date, with the
most recently created orders appearing first.</p>",r,,,provider-corpus-2026-09-16
pc-r0111,stripe,POST,/v1/climate/orders,PostClimateOrders,Create an order,"<p>Creates a Climate order object for a given Climate product. The order will be processed immediately
after creation and payment will be deducted your Stripe balance.</p>",x,high,d order processed and payment deducted,provider-corpus-2026-09-16
pc-r0112,stripe,GET,/v1/climate/orders/{order},GetClimateOrdersOrder,Retrieve an order,<p>Retrieves the details of a Climate order object with the given ID.</p>,r,,,provider-corpus-2026-09-16
pc-r0113,stripe,POST,/v1/climate/orders/{order},PostClimateOrdersOrder,Update an order,<p>Updates the specified order by setting the values of the parameters passed.</p>,w,high,iii edits order,provider-corpus-2026-09-16
pc-r0114,stripe,POST,/v1/climate/orders/{order}/cancel,PostClimateOrdersOrderCancel,Cancel an order,"<p>Cancels a Climate order. You can cancel an order within 24 hours of creation. Stripe refunds the
reservation <code>amount_subtotal</code>, but not the <code>amount_fees</code> for user-triggered cancellations. Frontier
might cancel reservations if suppliers fail to deliver. If Frontier cancels the reservation, Stripe
provides 90 days advance notice and refunds the <code>amount_total</code>.</p>",x,high,d cancels order refunds money,provider-corpus-2026-09-16
pc-r0115,stripe,GET,/v1/climate/products,GetClimateProducts,List products,<p>Lists all available Climate product objects.</p>,r,,,provider-corpus-2026-09-16
pc-r0116,stripe,GET,/v1/climate/products/{product},GetClimateProductsProduct,Retrieve a product,<p>Retrieves the details of a Climate product with the given ID.</p>,r,,,provider-corpus-2026-09-16
pc-r0117,stripe,GET,/v1/climate/suppliers,GetClimateSuppliers,List suppliers,<p>Lists all available Climate supplier objects.</p>,r,,,provider-corpus-2026-09-16
pc-r0118,stripe,GET,/v1/climate/suppliers/{supplier},GetClimateSuppliersSupplier,Retrieve a supplier,<p>Retrieves a Climate supplier object.</p>,r,,,provider-corpus-2026-09-16
pc-r0119,stripe,GET,/v1/confirmation_tokens/{confirmation_token},GetConfirmationTokensConfirmationToken,Retrieve a ConfirmationToken,<p>Retrieves an existing ConfirmationToken object</p>,r,,,provider-corpus-2026-09-16
pc-r0120,stripe,GET,/v1/country_specs,GetCountrySpecs,List Country Specs,<p>Lists all Country Spec objects available in the API.</p>,r,,,provider-corpus-2026-09-16
pc-r0121,stripe,GET,/v1/country_specs/{country},GetCountrySpecsCountry,Retrieve a Country Spec,<p>Returns a Country Spec for a given Country code.</p>,r,,,provider-corpus-2026-09-16
pc-r0122,stripe,GET,/v1/coupons,GetCoupons,List all coupons,<p>Returns a list of your coupons.</p>,r,,,provider-corpus-2026-09-16
pc-r0123,stripe,POST,/v1/coupons,PostCoupons,Create a coupon,"<p>You can create coupons easily via the <a href=""https://dashboard.stripe.com/coupons"">coupon management</a> page of the Stripe dashboard. Coupon creation is also accessible via the API if you need to create coupons on the fly.</p>

<p>A coupon has either a <code>percent_off</code> or an <code>amount_off</code> and <code>currency</code>. If you set an <code>amount_off</code>, that amount will be subtracted from any invoice’s subtotal. For example, an invoice with a subtotal of <currency>100</currency> will have a final total of <currency>0</currency> if a coupon with an <code>amount_off</code> of <amount>200</amount> is applied to it and an invoice with a subtotal of <currency>300</currency> will have a final total of <currency>100</currency> if a coupon with an <code>amount_off</code> of <amount>200</amount> is applied to it.</p>",w,high,ii plain create of coupon,provider-corpus-2026-09-16
pc-r0124,stripe,GET,/v1/coupons/{coupon},GetCouponsCoupon,Retrieve a coupon,<p>Retrieves the coupon with the given ID.</p>,r,,,provider-corpus-2026-09-16
pc-r0125,stripe,POST,/v1/coupons/{coupon},PostCouponsCoupon,Update a coupon,"<p>Updates the metadata of a coupon. Other coupon details (currency, duration, amount_off) are, by design, not editable.</p>",w,high,iii edits coupon metadata,provider-corpus-2026-09-16
pc-r0126,stripe,DELETE,/v1/coupons/{coupon},DeleteCouponsCoupon,Delete a coupon,"<p>You can delete coupons via the <a href=""https://dashboard.stripe.com/coupons"">coupon management</a> page of the Stripe dashboard. However, deleting a coupon does not affect any customers who have already applied the coupon; it means that new customers can’t redeem the coupon. You can also delete coupons via the API.</p>",x,high,a DELETE coupon no restore,provider-corpus-2026-09-16
pc-r0127,stripe,GET,/v1/credit_notes,GetCreditNotes,List all credit notes,<p>Returns a list of credit notes.</p>,r,,,provider-corpus-2026-09-16
pc-r0128,stripe,POST,/v1/credit_notes,PostCreditNotes,Create a credit note,"<p>Issue a credit note to adjust the amount of a finalized invoice. A credit note will first reduce the invoice’s <code>amount_remaining</code> (and <code>amount_due</code>), but not below zero.
This amount is indicated by the credit note’s <code>pre_payment_amount</code>. The excess amount is indicated by <code>post_payment_amount</code>, and it can result in any combination of the following:</p>

<ul>
<li>Refunds: create a new refund (using <code>refund_amount</code>) or link existing refunds (using <code>refunds</code>).</li>
<li>Customer balance credit: credit the customer’s balance (using <code>credit_amount</code>) which will be automatically applied to their next invoice when it’s finalized.</li>
<li>Outside of Stripe credit: record the amount that is or will be credited outside of Stripe (using <code>out_of_band_amount</code>).</li>
</ul>

<p>The sum of refunds, customer balance credits, and outside of Stripe credits must equal the <code>post_payment_amount</code>.</p>

<p>You may issue multiple credit notes for an invoice. Each credit note may increment the invoice’s <code>pre_payment_credit_notes_amount</code>,
<code>post_payment_credit_notes_amount</code>, or both, depending on the invoice’s <code>amount_remaining</code> at the time of credit note creation.</p>

<p>For invoices that also have refunds created through the <a href=""/docs/api/refunds"">Refund API</a>, the credit note API subtracts those refund amounts from the maximum creditable amount. This prevents the combined credit notes and refunds from exceeding the invoice amount. If you use both, ensure the combined total does not exceed the invoice’s paid amount.</p>",x,high,d issues credit note refunds or credits,provider-corpus-2026-09-16
pc-r0129,stripe,GET,/v1/credit_notes/preview,GetCreditNotesPreview,Preview a credit note,<p>Get a preview of a credit note without creating it.</p>,r,,,provider-corpus-2026-09-16
pc-r0130,stripe,GET,/v1/credit_notes/preview/lines,GetCreditNotesPreviewLines,Retrieve a credit note preview's line items,"<p>When retrieving a credit note preview, you’ll get a <strong>lines</strong> property containing the first handful of those items. This URL you can retrieve the full (paginated) list of line items.</p>",r,,,provider-corpus-2026-09-16
pc-r0131,stripe,GET,/v1/credit_notes/{credit_note}/lines,GetCreditNotesCreditNoteLines,Retrieve a credit note's line items,"<p>When retrieving a credit note, you’ll get a <strong>lines</strong> property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items.</p>",r,,,provider-corpus-2026-09-16
pc-r0132,stripe,GET,/v1/credit_notes/{id},GetCreditNotesId,Retrieve a credit note,<p>Retrieves the credit note object with the given identifier.</p>,r,,,provider-corpus-2026-09-16
pc-r0133,stripe,POST,/v1/credit_notes/{id},PostCreditNotesId,Update a credit note,<p>Updates an existing credit note.</p>,w,high,iii edits credit note,provider-corpus-2026-09-16
pc-r0134,stripe,POST,/v1/credit_notes/{id}/void,PostCreditNotesIdVoid,Void a credit note,"<p>Marks a credit note as void. Learn more about <a href=""/docs/billing/invoices/credit-notes#voiding"">voiding credit notes</a>.</p>",x,high,b voids credit note,provider-corpus-2026-09-16
pc-r0135,stripe,POST,/v1/customer_sessions,PostCustomerSessions,Create a Customer Session,<p>Creates a Customer Session object that includes a single-use client secret that you can use on your front-end to grant client-side API access for certain customer resources.</p>,w,high,ii plain create of session,provider-corpus-2026-09-16
pc-r0136,stripe,GET,/v1/customers,GetCustomers,List all customers,"<p>Returns a list of your customers. The customers are returned sorted by creation date, with the most recent customers appearing first.</p>",r,,,provider-corpus-2026-09-16
pc-r0137,stripe,POST,/v1/customers,PostCustomers,Create a customer,<p>Creates a new customer object.</p>,w,high,ii plain create of customer,provider-corpus-2026-09-16
pc-r0138,stripe,GET,/v1/customers/search,GetCustomersSearch,Search customers,"<p>Search for customers you’ve previously created using Stripe’s <a href=""/docs/search#search-query-language"">Search Query Language</a>.
Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating
conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up
to an hour behind during outages. Search functionality is not available to merchants in India.</p>",r,,,provider-corpus-2026-09-16
pc-r0139,stripe,GET,/v1/customers/{customer},GetCustomersCustomer,Retrieve a customer,<p>Retrieves a Customer object.</p>,r,,,provider-corpus-2026-09-16
pc-r0140,stripe,POST,/v1/customers/{customer},PostCustomersCustomer,Update a customer,"<p>Updates the specified customer by setting the values of the parameters passed. Any parameters not provided are left unchanged. For example, if you pass the <strong>source</strong> parameter, that becomes the customer’s active source (such as a card) to be used for all charges in the future. When you update a customer to a new valid card source by passing the <strong>source</strong> parameter: for each of the customer’s current subscriptions, if the subscription bills automatically and is in the <code>past_due</code> state, then the latest open invoice for the subscription with automatic collection enabled is retried. This retry doesn’t count as an automatic retry, and doesn’t affect the next regularly scheduled payment for the invoice. Changing the <strong>default_source</strong> for a customer doesn’t trigger this behavior.</p>

<p>This request accepts mostly the same arguments as the customer creation call.</p>",w,high,iii POST edits customer,provider-corpus-2026-09-16
pc-r0141,stripe,DELETE,/v1/customers/{customer},DeleteCustomersCustomer,Delete a customer,<p>Permanently deletes a customer. It cannot be undone. Also immediately cancels any active subscriptions on the customer.</p>,x,high,a DELETE customer permanently cancels subscriptions,provider-corpus-2026-09-16
pc-r0142,stripe,GET,/v1/customers/{customer}/balance_transactions,GetCustomersCustomerBalanceTransactions,List customer balance transactions,"<p>Returns a list of transactions that updated the customer’s <a href=""/docs/billing/customer/balance"">balances</a>.</p>",r,,,provider-corpus-2026-09-16
pc-r0143,stripe,POST,/v1/customers/{customer}/balance_transactions,PostCustomersCustomerBalanceTransactions,Create a customer balance transaction,"<p>Creates an immutable transaction that updates the customer’s credit <a href=""/docs/billing/customer/balance"">balance</a>.</p>",x,low,a immutable transaction cannot be removed tighter,provider-corpus-2026-09-16
